CompanyName,CompanyNumber,incorporation_date,CompanyStatus,SICCode_SicText_1,SICCode_SicText_2,SICCode_SicText_3,SICCode_SicText_4,Company_URL_official_company_website,Game_what_they_say_they_do_description_taken_from_their_website,Number_of_employees_2024,Number_of_employees_2023,Number_of_employees_2022,Location_of_main_manufacturing_site_ideally_google_maps_location
AXONA LIMITED,03191328,1996-04-26,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62020 - Information technology consultancy activities,72190 - Other research and experimental development on natural sciences and engineering,,,,,,,
AXXA LTD,07406322,2010-10-13,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
AXXESS IDENTIFICATION LIMITED,02880188,1993-12-14,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
AYLESBEARE FOOD FOREST LTD,08137093,2012-07-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AZENTA UK LTD,04109439,2000-11-16,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27900 - Manufacture of other electrical equipment,62090 - Other information technology service activities,,,,,,,
B & D FOAM LIMITED,SC370617,2009-12-30,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,82920 - Packaging activities,,,,,,,
B & L PRODUCTS LIMITED,01163362,1974-03-18,Active,22190 - Manufacture of other rubber products,,,,,,,,,
B & R INDUSTRIAL AUTOMATION LIMITED,02225468,1988-02-29,Active,26200 - Manufacture of computers and peripheral equipment,26512 - Manufacture of electronic industrial process control equipment,27900 - Manufacture of other electrical equipment,,,,,,,
B & S GROUP LIMITED,02573279,1991-01-14,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
B C TECHNICAL SERVICES LTD,08912876,2014-02-26,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
B D GASKETS & SEALS LIMITED,07546652,2011-03-01,Active,22190 - Manufacture of other rubber products,,,,,,,,,
B D S ELECTRICAL LIMITED,04871746,2003-08-19,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
B FLUID GROUP LIMITED,14087462,2022-05-05,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
B M S ELECTRICAL SERVICES LIMITED,06702562,2008-09-19,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
B&A SOLUTIONS 28 LIMITED,15688826,2024-04-29,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
B-STARK LTD,15380476,2024-01-02,Active,"27110 - Manufacture of electric motors, generators and transformers",27400 - Manufacture of electric lighting equipment,46690 - Wholesale of other machinery and equipment,71129 - Other engineering activities,,,,,,
B.C. ELECTRICAL TECHNIQUES LIMITED,00489976,1950-12-30,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
B.J. CONTROL PANELS LIMITED,01626978,1982-04-05,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
B.K. PULSE LIMITED,03116627,1995-10-20,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",32500 - Manufacture of medical and dental instruments and supplies,71200 - Technical testing and analysis,,,,,,,
B.L. CONTROLS LIMITED,03655115,1998-10-23,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
B.O.B. STEVENSON LIMITED,01881804,1985-01-31,Active,28132 - Manufacture of compressors,,,,,,,,,
BAE GESO SYSTEMS LTD.,13762068,2021-11-24,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,33140 - Repair of electrical equipment,33200 - Installation of industrial machinery and equipment,,,,,,
BAILEY & MACKEY LIMITED,02140400,1987-06-12,Active,26512 - Manufacture of electronic industrial process control equipment,26514 - Manufacture of non-electronic industrial process control equipment,,,,,,,,
BAIS.IS LTD,SC851867,2025-06-11,Active,"27110 - Manufacture of electric motors, generators and transformers",35110 - Production of electricity,,,,,,,,
BAKAYLE ENGINEERING LIMITED,09224869,2014-09-18,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,,,,,,,
BALDWIN & FRANCIS LIMITED,12246054,2019-10-07,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
BALLOONS ON TREND LTD,11828350,2019-02-15,Active - Proposal to Strike off,22190 - Manufacture of other rubber products,,,,,,,,,
BALLYA INTERNATIONAL LIMITED,08162834,2012-07-31,Active,26514 - Manufacture of non-electronic industrial process control equipment,26701 - Manufacture of optical precision instruments,46900 - Non-specialised wholesale trade,72110 - Research and experimental development on biotechnology,,,,,,
BAMBIZI LTD,16528165,2025-06-19,Active,13923 - manufacture of household textiles,16230 - Manufacture of other builders' carpentry and joinery,22190 - Manufacture of other rubber products,,,,,,,
BANANA PEAKS LIMITED,NI707901,2024-01-10,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BANKHEAD ELECTRICAL SERVICES LIMITED,SC552601,2016-12-14,Active,27120 - Manufacture of electricity distribution and control apparatus,43210 - Electrical installation,,,,,,,,
BANNER FLUID POWER LIMITED,04438985,2002-05-15,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
BANYAN GROWING LIMITED,NI697280,2023-05-16,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BARBER HEALTHCARE LIMITED,06234602,2007-05-02,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BARLOCH CONTROL SYSTEMS LIMITED,01218027,1975-07-01,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BARNES INTERNATIONAL LIMITED,02618872,1991-06-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
"BARNES MACHINERY CO., LTD",14585190,2023-01-11,Active,25120 - Manufacture of doors and windows of metal,28131 - Manufacture of pumps,28140 - Manufacture of taps and valves,"43220 - Plumbing, heat and air-conditioning installation",,,,,,
BARRACUDA EQUIPMENT LIMITED,01595873,1981-11-05,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
BARSO ENVIRONMENTAL LIMITED,06893433,2009-04-30,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BARTEC ENGINEERING SERVICES LIMITED,02874596,1993-11-23,Active,25110 - Manufacture of metal structures and parts of structures,27120 - Manufacture of electricity distribution and control apparatus,32990 - Other manufacturing n.e.c.,33140 - Repair of electrical equipment,,,,,,
BARTINGTON DEFENCE & SPACE LIMITED,09989530,2016-02-05,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
BARTINGTON INSTRUMENTS LIMITED,01938710,1985-08-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
BARTINGTON OEM LIMITED,13265041,2021-03-15,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
"BARTON DYNAMIC INDUSTRIAL CO., LTD.",13549180,2021-08-05,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,,,,,,,,
BASE CONTROL SYSTEMS LTD,10283266,2016-07-18,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",43210 - Electrical installation,71121 - Engineering design activities for industrial process and production,,,,,,,
BASE CONTROLS LTD,13326200,2021-04-09,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BATCHING & BLENDING SYSTEMS LIMITED,03232965,1996-08-02,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BATTLESTORM LTD,06162844,2007-03-15,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BATTLEY MARINE LTD.,01395430,1978-10-23,Active,22110 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,22190 - Manufacture of other rubber products,30990 - Manufacture of other transport equipment n.e.c.,,,,,,,
BATY INTERNATIONAL LIMITED,00379038,1943-02-26,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26701 - Manufacture of optical precision instruments,,,,,,,,
BAUER KOMPRESSOREN UK LIMITED,01325473,1977-08-15,Active,28120 - Manufacture of fluid power equipment,,,,,,,,,
BAUMER LIMITED,00645201,1959-12-22,Active,26512 - Manufacture of electronic industrial process control equipment,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",71121 - Engineering design activities for industrial process and production,,,,,,,
BAYHAM LIMITED,00397890,1945-08-18,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
BAYTA INTERNATIONAL LIMITED,16054421,2024-11-01,Active,20590 - Manufacture of other chemical products n.e.c.,22190 - Manufacture of other rubber products,22220 - Manufacture of plastic packing goods,22290 - Manufacture of other plastic products,,,,,,
BAYTEK OFFICE SOLUTIONS LIMITED,06774234,2008-12-16,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BC REALISATIONS 2015 LIMITED,02897492,1994-02-11,Liquidation,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
BC-TESTINGSERVICES LIMITED,15343775,2023-12-11,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
BCW HOLDINGS LTD,11362458,2018-05-15,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",43130 - Test drilling and boring,71200 - Technical testing and analysis,,,,,,,
BD TECHNICAL POLYMER LIMITED,01681062,1982-11-24,Active,22190 - Manufacture of other rubber products,,,,,,,,,
"BE HARBOUR MARINE CO., LTD.",14223925,2022-07-08,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27900 - Manufacture of other electrical equipment,28290 - Manufacture of other general-purpose machinery n.e.c.,"46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft",,,,,,
BEADLIGHT LIMITED,02127821,1987-05-05,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",27400 - Manufacture of electric lighting equipment,,,,,,,,
BEAMEX LIMITED,03928990,2000-02-18,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
BEAMFEATURE LIMITED,02029999,1986-06-20,Active,13923 - manufacture of household textiles,22190 - Manufacture of other rubber products,,,,,,,,
BEAR AND HAMMERS LTD,12874322,2020-09-11,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,25990 - Manufacture of other fabricated metal products n.e.c.,32300 - Manufacture of sports goods,,,,,,
BEARS WEALTH LIMITED,15422840,2024-01-18,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BEAUTY EXPO LIMITED,NI699185,2023-07-11,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BECC LIMITED,16278517,2025-02-26,Active,"27110 - Manufacture of electric motors, generators and transformers",46900 - Non-specialised wholesale trade,64304 - Activities of open-ended investment companies,,,,,,,
BECK ENGINEERING CO.(BRIDLINGTON)LIMITED,00906012,1967-05-15,Active,22290 - Manufacture of other plastic products,28131 - Manufacture of pumps,,,,,,,,
BECK-INDUSTRIES LIMITED,13012180,2020-11-11,Active,"27110 - Manufacture of electric motors, generators and transformers",27120 - Manufacture of electricity distribution and control apparatus,27900 - Manufacture of other electrical equipment,46190 - Agents involved in the sale of a variety of goods,,,,,,
BECKER U K LIMITED,01688038,1982-12-21,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,33120 - Repair of machinery,,,,,,,
BECKHOFF AUTOMATION LIMITED,03597998,1998-07-14,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BECKHOFF LIMITED,04986327,2003-12-05,Active,26200 - Manufacture of computers and peripheral equipment,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,
"BECKSON ENERGY CO., LTD",15663953,2024-04-20,Active,27120 - Manufacture of electricity distribution and control apparatus,27200 - Manufacture of batteries and accumulators,33140 - Repair of electrical equipment,42220 - Construction of utility projects for electricity and telecommunications,,,,,,
BECKTECH LIMITED,01942052,1985-08-27,Active,28131 - Manufacture of pumps,46690 - Wholesale of other machinery and equipment,,,,,,,,
BECKWOOD INSTRUMENTATION LIMITED,03178968,1996-03-27,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BEDFORD PUMPS LIMITED,04479527,2002-07-08,Active,28131 - Manufacture of pumps,28132 - Manufacture of compressors,,,,,,,,
BEELAND CONTROLS LIMITED,04396206,2002-03-15,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BEESPOKE PROTECTION LTD,16281429,2025-02-27,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62012 - Business and domestic software development,"74909 - Other professional, scientific and technical activities n.e.c.",,,,,,,
BEHEIRI LIMITED,15705778,2024-05-07,Active,26512 - Manufacture of electronic industrial process control equipment,33130 - Repair of electronic and optical equipment,46690 - Wholesale of other machinery and equipment,,,,,,,
BEKA ASSOCIATES LIMITED,01847014,1984-09-10,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
BEKO TECHNOLOGIES LIMITED,02290342,1988-08-26,Active,28120 - Manufacture of fluid power equipment,46900 - Non-specialised wholesale trade,,,,,,,,
BEL VALVES LIMITED,00167542,1920-05-18,Active,28140 - Manufacture of taps and valves,,,,,,,,,
BELBAL (U.K.) LIMITED,02686299,1992-02-11,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BELCLERE LIMITED,15966129,2024-09-19,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
BELL PUMPS (UK) LTD,15779856,2024-06-15,Active,28131 - Manufacture of pumps,,,,,,,,,
BELLA TURBINES LIMITED,11136299,2018-01-08,Active - Proposal to Strike off,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
BELLINGHAM & STANLEY LIMITED,00140250,1915-05-08,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
BELT-TECH LIMITED,13714301,2021-11-01,Active,22190 - Manufacture of other rubber products,,,,,,,,,
BELTECH SPECIALIST MACHINERY BELTING LIMITED,03124107,1995-11-09,Active,22190 - Manufacture of other rubber products,,,,,,,,,
